10	3.159046173151214276231257827021e-06	1.665334536937734810635447502136e-16
20	2.980232238880553552462515654042e-06	3.330669073875469621270895004272e-16
30	3.814697265791533453693773481064e-06	1.165734175856414367444813251495e-15
40	4.768371582253294604925031308085e-06	1.554312234475219156593084335327e-15
50	5.722045898715055756156289135106e-06	2.053912595556539599783718585968e-15
60	6.675720215176816907387546962127e-06	5.662137425588298356160521507263e-15
70	7.629394531638578058618804789148e-06	9.270362255620057112537324428558e-15
80	8.583068848100339209850062616169e-06	1.287858708565181586891412734985e-14
90	4.768371582530850361081320443191e-06	1.648681191568357462529093027115e-14
100	9.536743169613615123125782702118e-07	2.009503674571533338166773319244e-14
110	2.861022948608127336456163902767e-06	2.370326157574709213804453611374e-14
120	6.675720214177616185224906075746e-06	2.731148640577885089442133903503e-14
130	1.049041747974710503399364824872e-05	3.091971123581060965079814195633e-14
140	1.430511474531659388276239042170e-05	3.452793606584236840717494487762e-14
150	1.811981201088608273153113259468e-05	3.813616089587412716355174779892e-14
160	2.098083496004932158029987476766e-05	4.174438572590588591992855072021e-14
170	2.479553222561881042906861694064e-05	2.936539900133539049420505762100e-14
180	2.861022949118829927783735911362e-05	1.521005543736464460380375385284e-14
190	3.242492675675778812660610128660e-05	1.054711873393898713402450084686e-15
200	3.623962402232727697537484345958e-05	1.310063169057684717699885368347e-14
210	4.005432128789676582414358563256e-05	2.725597525454759306740015745163e-14
220	4.386901855346625467291232780553e-05	4.141131881851833895780146121979e-14
230	4.768371581903574352168106997851e-05	5.556666238248908484820276498795e-14
240	5.149841308460523237044981215149e-05	6.972200594645983073860406875610e-14
250	5.531311035017472121921855432447e-05	8.387734951043057662900537252426e-14
260	5.912780761574421006798729649745e-05	9.803269307440132251940667629242e-14
270	6.294250488131369891675603867043e-05	1.121880366383720684098079800606e-13
280	6.675720214688318776552478084341e-05	1.263433802023428143002092838287e-13
290	7.057189941245267661429352301639e-05	1.404987237663135601906105875969e-13
300	7.438659667802216546306226518936e-05	1.546540673302843060810118913651e-13
310	7.820129394359165431183100736234e-05	1.688094108942550519714131951332e-13
320	8.010864257634864316059974953532e-05	1.829647544582257978618144989014e-13
330	6.484985351379313200936849170830e-05	1.971200980221965437522158026695e-13
340	4.959106445123762085813723388128e-05	2.112754415861672896426171064377e-13
350	3.433227538868210970690597605426e-05	2.254307851501380355330184102058e-13
360	1.907348632612659855567471822724e-05	2.395861287141087814234197139740e-13
370	3.814697263571087404443460400216e-06	2.537414722780795273138210177422e-13
380	1.144409179898442374678779742680e-05	2.678968158420502732042223215103e-13
390	2.670288086153993489801905525383e-05	2.820521594060210190946236252785e-13
400	4.196166992409544604925031308085e-05	2.962075029699917649850249290466e-13
410	5.722045898665095720048157090787e-05	3.103628465339625108754262328148e-13
420	7.247924804920646835171282873489e-05	3.245181900979332567658275365829e-13
430	8.773803711176197950294408656191e-05	3.386735336619040026562288403511e-13
440	1.029968261743174906541753443889e-04	3.528288772258747485466301441193e-13
450	1.182556152368730018054066022160e-04	3.669842207898454944370314478874e-13
460	1.335144042994285129566378600430e-04	3.811395643538162403274327516556e-13
470	1.487731933619840241078691178700e-04	3.952949079177869862178340554237e-13
480	1.640319824245395352591003756970e-04	4.094502514817577321082353591919e-13
490	1.792907714870950464103316335240e-04	4.236055950457284779986366629601e-13
500	1.945495605496505575615628913511e-04	4.377609386096992238890379667282e-13
510	2.098083496122060687127941491781e-04	4.519162821736699697794392704964e-13
520	2.250671386747615798640254070051e-04	4.660716257376407156698405742645e-13
530	2.403259277373170910152566648321e-04	4.802269693016114615602418780327e-13
540	2.555847167998726021664879226591e-04	4.943823128655822074506431818008e-13
550	2.708435058624281133177191804862e-04	5.085376564295529533410444855690e-13
560	2.861022949249836244689504383132e-04	5.226929999935236992314457893372e-13
570	3.013610839875391356201816961402e-04	5.368483435574944451218470931053e-13
580	3.166198730500946467714129539672e-04	5.510036871214651910122483968735e-13
590	3.318786621126501579226442117942e-04	5.651590306854359369026497006416e-13
600	3.471374511752056690738754696213e-04	5.793143742494066827930510044098e-13
610	3.623962402377611802251067274483e-04	5.934697178133774286834523081779e-13
620	3.776550293003166913763379852753e-04	6.076250613773481745738536119461e-13
630	3.929138183628722025275692431023e-04	6.217804049413189204642549157143e-13
640	4.081726074254277136788005009294e-04	6.359357485052896663546562194824e-13
650	4.196166992223582248300317587564e-04	5.790368184932503936579450964928e-13
660	4.348754882849137359812630165834e-04	5.221378884812111209612339735031e-13
670	4.501342773474692471324942744104e-04	4.652389584691718482645228505135e-13
680	4.653930664100247582837255322374e-04	4.083400284571325755678117275238e-13
690	4.806518554725802694349567900645e-04	3.514410984450933028711006045341e-13
700	4.959106445351357805861880478915e-04	2.945421684330540301743894815445e-13
710	5.111694335976912917374193057185e-04	2.376432384210147574776783585548e-13
720	5.264282226602468028886505635455e-04	1.807443084089754847809672355652e-13
730	5.416870117228023140398818213725e-04	1.238453783969362120842561125755e-13
740	5.569458007853578251911130791996e-04	6.694644838489693938754498958588e-14
750	5.722045898479133363423443370266e-04	1.004751837285766669083386659622e-14
760	5.874633789104688474935755948536e-04	4.685141163918160600587725639343e-14
770	6.027221679730243586448068526806e-04	1.037503416512208787025883793831e-13
780	6.179809570355798697960381105077e-04	1.606492716632601513992995023727e-13
790	6.332397460981353809472693683347e-04	2.175482016752994240960106253624e-13
800	6.484985351606908920985006261617e-04	2.744471316873386967927217483521e-13
810	6.637573242232464032497318839887e-04	3.313460616993779694894328713417e-13
820	6.790161132858019144009631418157e-04	3.882449917114172421861439943314e-13
830	6.942749023483574255521943996428e-04	4.451439217234565148828551173210e-13
840	7.095336914109129367034256574698e-04	5.020428517354957875795662403107e-13
850	7.247924804734684478546569152968e-04	5.589417817475350602762773633003e-13
860	7.400512695360239590058881731238e-04	6.158407117595743329729884862900e-13
870	7.553100585985794701571194309508e-04	6.727396417716136056696996092796e-13
880	7.705688476611349813083506887779e-04	7.296385717836528783664107322693e-13
890	7.858276367236904924595819466049e-04	7.865375017956921510631218552589e-13
900	8.010864257862460036108132044319e-04	8.434364318077314237598329782486e-13
